"문화공간코드","문화공간명","교통구분코드","교통구분명","교통정보"
"100542","농업박물관","R","광역버스","5001 9602 9701 9702 9704 9705 9709 9710"
"100529","충정로난타극장","R","광역버스","1000. 1100 1101 1200 1300 1301 1400 1601"
"100666","강서 문화관광","R","광역버스","9600"
"100667","관악 문화관광","S","지하철","2호선 서울대입구 (3번출구)"
"100667","관악 문화관광","T","버스정류장","관악구청"
"100667","관악 문화관광","B","간선버스","501 651 750"
"100667","관악 문화관광","A","공항버스","603"
"100645","금천구 문화관광","S","지하철","국철 시흥 마을버스 1번 3번 버스 대명시장앞 하차 "
"100648","노원구 문화교육","S","지하철","7호선 하계 (6번출구) 도보로 10분거리"
"100648","노원구 문화교육","T","버스정류장","하계역"
"100647","도봉구 문화관광인물","T","버스정류장","도봉구청"
"100647","도봉구 문화관광인물","G","지선버스","1018 1127 1139 1148 1151"
"100647","도봉구 문화관광인물","B","간선버스","141 146"
"100662","마포구 명소탐방","S","지하철","2호선 아현 아현초등학교방면  5호선 애오개 (3번출구)"
"100662","마포구 명소탐방","G","지선버스","7013 7611"
"100402","문예진흥원 아르코미술관","R","광역버스","9101 9410"
"100378","학전GREEN소극장","T","버스정류장","혜화역"
"100376","소극장아리랑","R","광역버스","9101 9410"
"100546","서울남산국악당","T","버스정류장","퇴계로34길 28(필동2가) 남산골 한옥마을"
"100375","샘터 파랑새 극장","B","간선버스","100 101 102 103 104 106 107 140 143 150 151 160 161 301"
"100545","로댕갤러리","G","지선버스","0014 0015 0015(용산방향) 1011 1711 7012 7017 7020 7022"
"100544","한국금융사박물관","B","간선버스","160 161 200 260 270 271 300 370 401 402 406 470 471 600 601 602 702 703 705 720"
"100372","동숭아트센터","B","간선버스","101 106 140 150 161"
"100371","대학로문화공간","S","지하철","4호선 혜화 (2번출구) →샘터파랑새극장골목안-유료주차장뒤 도보 3분"
"100543","조선일보미술관","B","간선버스","160 161 200 260 270 271 300 370 401 402 406 470 471 600 601 602 702 703 705 720"
"100516","서울 애니메이션 센터","S","지하철","4호선 명동 (1번 3번출구)"
"100516","서울 애니메이션 센터","R","광역버스","9411"
"100512","롯데화랑(본점)","Y","순환버스","02"
"100511","서울시립미술관","B","간선버스","172 405 472 600 602 603 700"
"100509","CGV 명동","S","지하철","2호선 | 을지로 입구역 6번 출구"
"100509","CGV 명동","R","광역버스","9301 9400 9401 9402 9701 9705 9710"
"100365","대안공간 풀","B","간선버스","109 151 162 171 172 272"
"100364","삼성출판박물관","S","지하철","3호선 경복궁"
"100363","한국공예문화진흥원","B","간선버스","109 151 162 171 172 272"
"100662","마포구 명소탐방","B","간선버스","160 260 600"
"100651","성동구 생활문화","S","지하철","2호선 왕십리 (9번출구) 5호선 왕십리  국철 왕십리"
"100341","갤러리 아트사이드","S","지하철","1호선 종로3가 1번출구 3호선 안국역 6번출구"
"100341","갤러리 아트사이드","A","공항버스","601 602"
"100340","갤러리 선앤문","T","버스정류장","안국동"
"100339","갤러리 룩스","G","지선버스","7025"
"100602","[식문화체험]삼청각","S","지하철","5호선 광화문역 3번출구"
"100651","성동구 생활문화","T","버스정류장","무학여고"
"100651","성동구 생활문화","G","지선버스","0013(서울역) 0013(왕십리) 0211 1411 2220 2411"
"100651","성동구 생활문화","B","간선버스","110(고려대) 110(국민대) 141 145"
"100657","영등포구 문화관광","A","공항버스","608"
"100864","서울숲공원 야외공연장","B","간선버스","141 145 148 410"
"100867","서울역사박물관","R","광역버스","1002 2500 9701 9709 9710 6002"
"100446","성곡미술관","T","버스정류장","광화문"
"100881","한성백제박물관","G","지선버스","3216 3412 3413 3414"
"100338","갤러리 가이아","B","간선버스","109 151 162 171 172 272"
"100878","돈화문 서울무형문화재교육전시장","T","버스정류장","광화문"
"100877","북촌 서울무형문화재 교육전시장","G","지선버스","7025 5001 9701 9709"
"100875","수유문화정보센터","B","간선버스","104 109 144 410"
"100446","성곡미술관","A","공항버스","1노선(시청) 602"
"100258","잠실종합운동장","S","지하철","2호선 종합운동장"
"100257","롯데월드 아이스링크","G","지선버스","2225(건대역방향) 2225(잠실역방향) 2311 2412 3215 3216 3217 3312 3313 3314 3315 3411"
"100337","가람화랑","G","지선버스","7025"
"100336","가나아트스페이스","B","간선버스","109 151 162 171 172 272 601"
"100873","명동난타극장","S","지하철","2호선을지로입구역 56번 출구사이"
"100873","명동난타극장","R","광역버스","97019400 9401 9402970197059710"
"100571","[예술문화]금현국악원","G","지선버스","7025"
"100331","서울극장","B","간선버스","100.720.705.200.601.260.262.270.271.161.143.160.300.150.370"
"100330","서울아트센터","R","광역버스","5500 9301(마방집) 9301(신장시장) 9301(하남시청) 9401 9402 9411"
"100209","전기박물관","B","간선버스","서초15 서초19 서초20 140 407 462 471 402 641"
"100206","예술의 전당 한가람미술관","S","지하철","3호선 남부터미널(예술의전당)역  5번 출구이용. 도보로 10분"
"100200","모차르트콘서트홀","G","지선버스","13번 11번"
"100198","한전아트센터","T","버스정류장","서초구청"
"100872","동대문구청 아트갤러리","T","버스정류장","동대문구청"
"100326","목인박물관","T","버스정류장","조계사종로경찰서"
"100325","불교미술관","T","버스정류장","종각"
"100323","동산방화랑","B","간선버스","109 151 162 171 172 272"
"100316","은평구립도서관","S","지하철","연신내역 (3 6호선)"
"100315","대조동 꿈나무 어린이 도서관","S","지하철","3호선 연신내역 (동명여고 뒤편)"
"100311","독일문화원","S","지하철","4호선 숙대입구 (2번출구) 도보 20분"
"100304","삼성미술관 Leeum","T","버스정류장","한강진역"
"100303","이탈리아 문화원","G","지선버스","0015 0015(용산방향) 6211"
"100299","숙명여자대학교 박물관","T","버스정류장","숙명여대"
"100298","남산전시관","G","지선버스","0014"
"100294","국립중앙박물관 극장 용","G","지선버스","0211"
"100293","전쟁기념관","B","간선버스","110(고려대) 110(국민대) 152 605 730 751 752"
"100292","별난물건박물관","T","버스정류장","전쟁기념관 정문/후문앞 국방부 앞에서 내림"
"100291","서울타워","S","지하철","1호선4호선 서울역  4호선 명동"
"100285","LG 사이언스홀","T","버스정류장","LG트윈타워(쌍둥이 빌딩)하차 여의나루역 하차"
"100282","KBS홀","G","지선버스","5012 5613 5615 5618 5629 5711 5713 6621 6623 6628 6630 7613"
"100281","영산아트홀","S","지하철","5호선 여의나루역 하차"
"100270","목동운동장","G","지선버스","6620 6621 6624 6627(화곡방향) 6637"
"100268","양천도서관","B","간선버스","163 571603"
"100263","롯데월드 시네마","R","광역버스","2225 2311 2412 3215 3216 3312 3217 3313 3314 3315 3411 3415 3414 3412 3413"
"100261","롯데월드 화랑","B","간선버스","103 143 151 152 163 261 262 340 420 461 500 701 702"
"100259","한국스카이다이빙협회","T","버스정류장","논현역"
"100253","롯데월드 야외공연장","S","지하철","지하철 2호선 잠실역"
"100252","롯데월드 마술극장","B","간선버스","301 302 303 360 361 362 730 번"
"100251","롯데월드 가든스테이지","S","지하철","지하철 2호선 잠실역"
"100250","샤롯데씨어터","S","지하철","2호선 8호선 3번 출구 롯데호텔 정문 지나 5m 전방"
"100244","서울올림픽기념관","S","지하철","2호선 성내 도보 15분  8호선 몽촌토성 (1번출구)"
"100243","몽촌역사관","S","지하철","8호선 몽촌토성 북이문방향"
"100574","[예술문화]아원 공방","S","지하철","3호선 안국역"
"100574","[예술문화]아원 공방","T","버스정류장","국립민속박물관"
"100574","[예술문화]아원 공방","G","지선버스","종로11"
"100870","강남구민회관","G","지선버스","3011 3219 4412 2413"
"100235","국민대학교 박물관","G","지선버스","1020 1112 1166 1213 1711 7211"
"100228","간송미술관","G","지선버스","1111 2112 성북02 성북03"
"100225","아리랑 씨네센터","T","버스정류장","아리랑고개"
"100221","소월아트홀","G","지선버스","2012 2013 2222 2220 2014 2411"
"100214","서울교육문화회관","R","광역버스","1550 9100 9200 9300 9400 9404 9405 9406 9408 9409 9410 9411 9412 9503 9700"
"100211","예술의 전당 서예관","S","지하철","3호선 남부터미널(예술의전당)역  5번 출구이용. 도보로 10분"
"100210","씨너스 G","T","버스정류장","강남역"
"100195","국립국악원","T","버스정류장","방배동래미안아트힐"
"100861","용산아트홀","G","지선버스","용산02용산03"
"100860","관악문화관","S","지하철","서울대입구역(2호선 3번출구) 신림역(2호선 3번출구)"
"100858","영등포아트홀","R","광역버스","2300 2400 2500"
"100610","[한국가정생활체험]선스홈","G","지선버스","4431"
"100610","[한국가정생활체험]선스홈","B","간선버스","146 306 730"
"100600","한국전통음식연구소","S","지하철","135호선 종로3가역 6번출구 도보3분거리"
"100591","궁중음식연구원","S","지하철","3호선(안국역)"
"100857","마포아트센터","B","간선버스","163"
"100856","강북문화예술회관","B","간선버스","104 109 144 151"
"100855","동대문문화회관","B","간선버스","262 720 145"
"100854","광화문아트홀","G","지선버스","7025"
"100853","금나래아트홀도서관","A","공항버스","6004"
"100850","한국문화예술위원회","G","지선버스","5619 5626 6411 6511 6611 6650 6651 6653"
"100848","강동구립성내도서관","S","지하철","5호선 강동역 3번출구"
"100846","온조대왕문화체육관","S","지하철","5호선 고덕역 상일역"
"100838","강남스포츠문화센터","B","간선버스","401461"
"100843","강동구청","G","지선버스","3212 321433183411"
"100583","[한옥체험]북촌 한옥체험관","S","지하철","3호선 안국역"
"100840","송파구청","S","지하철","2호선 잠실역 1번출구 / 8호선 잠실역 10번출구"
"100829","관악구민종합체육센터","T","버스정류장","낙성대역 하차(낙성대공원 서울대 후문 방향 도보로10분거리)"
"100827","동작문화원","S","지하철","지하철 7호선 장승배기역 1번 출구 50m 직진"
"100583","[한옥체험]북촌 한옥체험관","T","버스정류장","돈미약국"
"100583","[한옥체험]북촌 한옥체험관","G","지선버스","종로02"
"100571","[예술문화]금현국악원","S","지하철","3호선 안국역"
"100189","국립중앙도서관","S","지하철","2호선 서초역 7호선 고속버스터미널역"
"100186","서대문형무소역사관","S","지하철","독립문역(3호선) 5번 출구 (독립공원 방향 )"
"100185","이진아기념도서관","G","지선버스","7019 7021 7023 7025 7712 7737"
"100573","[예술문화]아름지기","S","지하철","3호선 안국역"
"100573","[예술문화]아름지기","T","버스정류장","정독독서실"
"100573","[예술문화]아름지기","G","지선버스","종로01 종로02"
"100571","[예술문화]금현국악원","B","간선버스","109 151 162 171 172 272 "
"100571","[예술문화]금현국악원","A","공항버스","602-1"
"100183","서대문자연사박물관","T","버스정류장","서대문자연사박물관"
"100181","연세대학교 중앙박물관","T","버스정류장","연세대학교"
"100178","이화여자대학교 자연사박물관","B","간선버스","163 172 271 370 470 601 603 700 750 170 270 272 371 472 602 606 705 751"
"100177","이화여대박물관","S","지하철","2호선 이대입구역"
"100174","창무예술원- 드 포스트","S","지하철","2호선 홍대입구 (5번출구) 도보 10분"
